"","age","gender","edulevel","workowner","workhour","marriage","district","aftertwage","beforetaxinc","taxed","taxRate","groupe","uprateBTInc10to14","afterT10to14"
"4198",35,1,2,11,70,1,1,1000,1000,0,0,"lowInc",2308.531714944,2308
"4199",50,1,3,10,50,1,1,500,500,0,0,"lowInc",1154.265857472,1154
"4200",38,1,3,7,50,1,1,1000,1000,0,0,"lowInc",2308.531714944,2308
"4201",35,0,3,11,84,1,1,2000,2000,0,0,"meadInc",4617.063429888,4584
"4203",40,1,2,77,63,1,1,700,700,0,0,"lowInc",1615.9722004608,1615
"4205",41,1,2,1,35,1,1,900,900,0,0,"lowInc",2077.6785434496,2077
"4206",39,1,2,77,70,1,1,900,900,0,0,"lowInc",2077.6785434496,2077
"4207",51,1,1,4,60,1,1,800,800,0,0,"lowInc",1846.8253719552,1846
"4208",28,1,4,4,70,1,1,1200,1200,0,0,"lowInc",2770.2380579328,2770
"4209",30,0,4,12,70,1,1,700,700,0,0,"lowInc",1615.9722004608,1615
"4210",49,1,5,1,50,1,1,2600,2638,38,0.0144048521607278,"meadInc",6089.90666402227,5936
"4211",48,0,4,1,40,1,1,500,500,0,0,"lowInc",1154.265857472,1154
"4212",46,1,3,11,56,1,1,1700,1700,0,0,"meadInc",3924.5039154048,3912
"4213",47,0,2,11,56,1,1,1000,1000,0,0,"lowInc",2308.531714944,2308
"4214",40,1,3,7,56,1,1,1500,1500,0,0,"lowInc",3462.797572416,3462
"4216",48,1,3,10,70,1,1,1500,1500,0,0,"lowInc",3462.797572416,3462
"4217",44,0,1,10,70,1,1,800,800,0,0,"lowInc",1846.8253719552,1846
"4218",39,1,3,5,50,1,1,2000,2000,0,0,"meadInc",4617.063429888,4584
"4219",40,0,2,11,56,1,1,800,800,0,0,"lowInc",1846.8253719552,1846
"4220",34,1,3,1,56,1,1,1000,1000,0,0,"lowInc",2308.531714944,2308
"4221",32,0,3,2,56,1,1,800,800,0,0,"lowInc",1846.8253719552,1846
"4222",47,0,2,77,35,1,1,500,500,0,0,"lowInc",1154.265857472,1154
"4223",36,1,2,77,70,1,1,700,700,0,0,"lowInc",1615.9722004608,1615
"4224",41,1,3,11,70,1,1,2000,2000,0,0,"meadInc",4617.063429888,4584
"4225",19,0,3,10,56,0,1,600,600,0,0,"lowInc",1385.1190289664,1385
"4226",18,0,3,77,56,0,1,600,600,0,0,"lowInc",1385.1190289664,1385
"4227",40,1,2,11,91,1,1,1300,1300,0,0,"lowInc",3001.0912294272,3001
"4228",29,0,2,2,84,1,1,1000,1000,0,0,"lowInc",2308.531714944,2308
"4229",29,1,4,2,56,1,1,1200,1200,0,0,"lowInc",2770.2380579328,2770
"4230",50,0,4,77,70,1,1,500,500,0,0,"lowInc",1154.265857472,1154
"4231",32,1,5,11,28,1,1,5000,5382,382,0.0709773318468971,"meadHighInc",12424.5176898286,11195
"4232",32,0,3,11,35,1,1,5000,5382,382,0.0709773318468971,"meadHighInc",12424.5176898286,11195
"4233",56,1,1,11,90,1,1,2000,2000,0,0,"meadInc",4617.063429888,4584
"4234",39,0,2,11,56,1,1,1000,1000,0,0,"lowInc",2308.531714944,2308
"4235",40,1,3,11,70,1,1,2000,2000,0,0,"meadInc",4617.063429888,4584
"4236",59,1,3,77,45,1,1,300,300,0,0,"lowInc",692.5595144832,692
"4237",35,1,3,11,43,1,1,10000,11531,1531,0.132772526233631,"meadHighInc",26619.6792050193,21845
"4238",41,0,3,12,70,0,1,2800,2861,61,0.0213212163579168,"meadInc",6604.70923645479,6399
"4239",36,1,4,5,40,1,1,1000,1000,0,0,"lowInc",2308.531714944,2308
"4240",33,0,2,11,84,1,1,1000,1000,0,0,"lowInc",2308.531714944,2308
"4241",37,1,3,11,84,1,1,2000,2000,0,0,"meadInc",4617.063429888,4584
"4242",54,0,4,11,63,1,1,3000,3083,83,0.0269218293869608,"meadInc",7117.20327717235,6861
"4243",33,1,5,2,30,1,1,1000,1000,0,0,"lowInc",2308.531714944,2308
"4244",32,0,3,11,59,1,1,5000,5382,382,0.0709773318468971,"meadHighInc",12424.5176898286,11195
"4245",43,1,5,1,40,1,1,3000,3083,83,0.0269218293869608,"meadInc",7117.20327717235,6861
"4246",33,1,4,7,40,1,1,2000,2000,0,0,"meadInc",4617.063429888,4584
"4247",33,0,5,6,50,1,1,2000,2000,0,0,"meadInc",4617.063429888,4584
"4248",47,1,3,11,70,1,1,1000,1000,0,0,"lowInc",2308.531714944,2308
"4249",44,0,3,11,98,1,1,1000,1000,0,0,"lowInc",2308.531714944,2308
"4250",45,1,3,17,105,1,1,1500,1500,0,0,"lowInc",3462.797572416,3462
"4251",28,1,3,10,86,0,1,1000,1000,0,0,"lowInc",2308.531714944,2308
"4252",40,1,4,11,112,1,1,2300,2315,15,0.00647948164146868,"meadInc",5344.25092009536,5265
"4253",48,1,4,77,40,1,1,1000,1000,0,0,"lowInc",2308.531714944,2308
"4254",49,1,3,7,50,1,1,2000,2000,0,0,"meadInc",4617.063429888,4584
"4255",40,1,3,11,56,1,1,1300,1300,0,0,"lowInc",3001.0912294272,3001
"4256",40,1,1,3,65,1,1,1100,1100,0,0,"lowInc",2539.3848864384,2539
"4257",42,1,3,3,45,1,1,2000,2000,0,0,"meadInc",4617.063429888,4584
"4258",19,1,3,7,40,0,1,600,600,0,0,"lowInc",1385.1190289664,1385
"4259",31,1,3,3,40,1,1,1200,1200,0,0,"lowInc",2770.2380579328,2770
"4260",35,0,6,2,45,1,1,5000,5382,382,0.0709773318468971,"meadHighInc",12424.5176898286,11195
"4261",39,1,5,3,40,1,1,2000,2000,0,0,"meadInc",4617.063429888,4584
"4262",32,1,6,1,56,1,1,2500,2527,27,0.0106846062524733,"meadInc",5833.65964366349,5705
"4263",34,0,6,2,40,1,1,2300,2315,15,0.00647948164146868,"meadInc",5344.25092009536,5265
"4264",41,0,6,1,56,1,1,2800,2861,61,0.0213212163579168,"meadInc",6604.70923645479,6399
"4265",31,1,6,1,40,1,1,2400,2421,21,0.00867410161090459,"meadInc",5588.95528187942,5485
"4266",27,0,5,2,40,1,1,2200,2210,10,0.00452488687782805,"meadInc",5101.85509002624,5046
"4267",37,1,4,14,56,1,1,1300,1300,0,0,"lowInc",3001.0912294272,3001
"4268",36,0,4,14,70,1,1,1200,1200,0,0,"lowInc",2770.2380579328,2770
"4269",36,1,5,7,42,1,1,3000,3083,83,0.0269218293869608,"meadInc",7117.20327717235,6861
"4270",34,0,4,11,68,1,1,1000,1000,0,0,"lowInc",2308.531714944,2308
"4271",38,1,4,3,63,1,1,2000,2000,0,0,"meadInc",4617.063429888,4584
"4272",35,0,3,7,56,1,1,1500,1500,0,0,"lowInc",3462.797572416,3462
"4274",40,1,4,7,84,0,1,1800,1800,0,0,"meadInc",4155.3570868992,4136
"4275",48,0,4,2,40,1,1,2500,2527,27,0.0106846062524733,"meadInc",5833.65964366349,5705
"4276",25,1,6,11,56,0,1,1000,1000,0,0,"lowInc",2308.531714944,2308
"4277",24,0,3,11,35,1,1,2000,2000,0,0,"meadInc",4617.063429888,4584
"4278",26,1,4,3,56,1,1,1000,1000,0,0,"lowInc",2308.531714944,2308
"4279",36,1,3,77,56,1,1,1100,1100,0,0,"lowInc",2539.3848864384,2539
"4280",37,0,3,7,84,1,1,800,800,0,0,"lowInc",1846.8253719552,1846
"4281",46,1,5,6,45,1,1,1700,1700,0,0,"meadInc",3924.5039154048,3912
"4282",49,0,5,2,50,1,1,3000,3083,83,0.0269218293869608,"meadInc",7117.20327717235,6861
"4283",37,1,2,7,63,1,1,1000,1000,0,0,"lowInc",2308.531714944,2308
"4284",42,1,2,7,61,1,1,1000,1000,0,0,"lowInc",2308.531714944,2308
"4285",20,1,4,4,40,1,1,500,500,0,0,"lowInc",1154.265857472,1154
"4286",21,1,3,11,70,0,1,900,900,0,0,"lowInc",2077.6785434496,2077
"4287",40,1,2,7,63,1,1,1500,1500,0,0,"lowInc",3462.797572416,3462
"4288",17,1,3,7,56,0,1,1000,1000,0,0,"lowInc",2308.531714944,2308
"4289",47,1,3,11,70,1,1,2000,2000,0,0,"meadInc",4617.063429888,4584
"4290",18,1,3,77,40,0,1,1600,1600,0,0,"meadInc",3693.6507439104,3688
"4291",22,1,3,3,44,0,1,800,800,0,0,"lowInc",1846.8253719552,1846
"4292",27,1,3,11,56,1,1,3000,3083,83,0.0269218293869608,"meadInc",7117.20327717235,6861
"4293",25,1,3,4,61,1,1,2000,2000,0,0,"meadInc",4617.063429888,4584
"4294",52,1,3,11,59.5,1,1,1500,1500,0,0,"lowInc",3462.797572416,3462
"4295",52,0,3,11,59.5,1,1,900,900,0,0,"lowInc",2077.6785434496,2077
"4296",51,1,2,7,56,1,1,1500,1500,0,0,"lowInc",3462.797572416,3462
"4297",39,1,3,7,56,1,1,1500,1500,0,0,"lowInc",3462.797572416,3462
"4298",40,0,3,11,56,1,1,800,800,0,0,"lowInc",1846.8253719552,1846
"4299",47,1,3,11,56,1,1,5000,5382,382,0.0709773318468971,"meadHighInc",12424.5176898286,11195
"4300",57,1,3,3,40,1,1,2000,2000,0,0,"meadInc",4617.063429888,4584
"4301",34,1,3,11,98,1,1,2000,2000,0,0,"meadInc",4617.063429888,4584
"4302",34,1,4,7,56,1,1,2500,2527,27,0.0106846062524733,"meadInc",5833.65964366349,5705
"4303",39,0,3,11,56,0,1,900,900,0,0,"lowInc",2077.6785434496,2077
"4304",53,1,4,11,23,1,1,1000,1000,0,0,"lowInc",2308.531714944,2308
"4305",17,1,3,6,40,0,1,800,800,0,0,"lowInc",1846.8253719552,1846
"4306",43,1,3,7,56,1,1,2400,2421,21,0.00867410161090459,"meadInc",5588.95528187942,5485
"4307",20,1,5,3,40,0,1,700,700,0,0,"lowInc",1615.9722004608,1615
"4309",31,1,3,3,40,1,1,2000,2000,0,0,"meadInc",4617.063429888,4584
"4310",44,1,3,7,70,1,1,3000,3083,83,0.0269218293869608,"meadInc",7117.20327717235,6861
"4311",23,1,3,3,63,0,1,700,700,0,0,"lowInc",1615.9722004608,1615
"4312",20,0,4,7,56,0,1,900,900,0,0,"lowInc",2077.6785434496,2077
"4313",47,1,4,7,56,1,1,1600,1600,0,0,"meadInc",3693.6507439104,3688
"4314",46,0,2,7,70,1,1,1000,1000,0,0,"lowInc",2308.531714944,2308
"4315",47,1,3,7,58,1,1,3000,3083,83,0.0269218293869608,"meadInc",7117.20327717235,6861
"4316",41,1,3,77,56,1,1,4000,4205,205,0.0487514863258026,"meadInc",9707.37586133952,9021
"4317",59,1,2,7,56,1,1,1000,1000,0,0,"lowInc",2308.531714944,2308
"4318",55,1,3,7,56,1,1,2000,2000,0,0,"meadInc",4617.063429888,4584
"4319",49,1,3,7,70,1,1,3000,3083,83,0.0269218293869608,"meadInc",7117.20327717235,6861
"4320",42,0,2,77,63,1,1,2000,2000,0,0,"meadInc",4617.063429888,4584
"4321",42,1,3,7,56,1,1,3000,3083,83,0.0269218293869608,"meadInc",7117.20327717235,6861
"4322",18,0,4,3,40,0,1,1000,1000,0,0,"lowInc",2308.531714944,2308
"4323",42,1,3,7,40,1,1,1600,1600,0,0,"meadInc",3693.6507439104,3688
"4324",41,0,3,77,63,1,1,1000,1000,0,0,"lowInc",2308.531714944,2308
"4325",46,1,3,7,70,1,1,5000,5382,382,0.0709773318468971,"meadHighInc",12424.5176898286,11195
"4326",46,1,5,5,45,1,2,3000,3083,83,0.0269218293869608,"meadInc",7117.20327717235,6861
"4327",47,0,5,1,40,1,2,2800,2861,61,0.0213212163579168,"meadInc",6604.70923645479,6399
"4328",34,0,4,7,40,1,2,1000,1000,0,0,"lowInc",2308.531714944,2308
"4329",36,1,3,6,56,1,2,1000,1000,0,0,"lowInc",2308.531714944,2308
"4330",25,1,4,11,84,0,2,1000,1000,0,0,"lowInc",2308.531714944,2308
"4331",43,0,4,7,40,1,2,3000,3083,83,0.0269218293869608,"meadInc",7117.20327717235,6861
"4332",52,1,4,1,35,1,2,2600,2638,38,0.0144048521607278,"meadInc",6089.90666402227,5936
"4333",47,1,4,5,70,1,2,1600,1600,0,0,"meadInc",3693.6507439104,3688
"4334",42,0,3,11,50,1,2,1000,1000,0,0,"lowInc",2308.531714944,2308
"4335",44,1,4,13,50,1,2,2000,2000,0,0,"meadInc",4617.063429888,4584
"4336",47,1,4,3,40,1,2,1300,1300,0,0,"lowInc",3001.0912294272,3001
"4338",29,0,2,7,63,1,2,1500,1500,0,0,"lowInc",3462.797572416,3462
"4339",34,1,3,11,63,1,2,2000,2000,0,0,"meadInc",4617.063429888,4584
"4340",42,0,4,11,70,1,2,800,800,0,0,"lowInc",1846.8253719552,1846
"4341",41,1,3,11,70,1,2,1000,1000,0,0,"lowInc",2308.531714944,2308
"4342",34,0,4,6,56,1,2,1000,1000,0,0,"lowInc",2308.531714944,2308
"4343",30,1,5,6,56,1,2,2000,2000,0,0,"meadInc",4617.063429888,4584
"4344",53,1,4,3,40,1,2,3000,3083,83,0.0269218293869608,"meadInc",7117.20327717235,6861
"4345",26,0,5,3,37.5,0,2,1600,1600,0,0,"meadInc",3693.6507439104,3688
"4346",32,1,3,7,50,1,2,2200,2210,10,0.00452488687782805,"meadInc",5101.85509002624,5046
"4347",44,0,5,7,40,1,2,2300,2315,15,0.00647948164146868,"meadInc",5344.25092009536,5265
"4348",36,0,3,11,70,1,2,1000,1000,0,0,"lowInc",2308.531714944,2308
"4349",30,1,3,11,70,0,2,1200,1200,0,0,"lowInc",2770.2380579328,2770
"4350",25,1,4,1,40,0,2,5000,5382,382,0.0709773318468971,"meadHighInc",12424.5176898286,11195
"4351",43,1,1,11,84,1,2,500,500,0,0,"lowInc",1154.265857472,1154
"4352",40,1,5,2,40,1,2,2300,2315,15,0.00647948164146868,"meadInc",5344.25092009536,5265
"4353",40,0,4,77,40,1,2,2000,2000,0,0,"meadInc",4617.063429888,4584
"4354",27,0,4,5,49,1,2,1500,1500,0,0,"lowInc",3462.797572416,3462
"4355",29,1,4,7,40,1,2,1700,1700,0,0,"meadInc",3924.5039154048,3912
"4356",26,0,6,1,45,1,2,1800,1800,0,0,"meadInc",4155.3570868992,4136
"4357",31,1,5,1,40,1,2,4000,4205,205,0.0487514863258026,"meadInc",9707.37586133952,9021
"4360",24,0,4,7,40,0,2,1800,1800,0,0,"meadInc",4155.3570868992,4136
"4361",36,1,7,77,42,1,2,5000,5382,382,0.0709773318468971,"meadHighInc",12424.5176898286,11195
"4362",34,0,5,2,80,1,2,2300,2315,15,0.00647948164146868,"meadInc",5344.25092009536,5265
"4363",36,1,6,6,40,1,2,3000,3083,83,0.0269218293869608,"meadInc",7117.20327717235,6861
"4365",41,1,4,6,45,1,2,2300,2315,15,0.00647948164146868,"meadInc",5344.25092009536,5265
"4366",30,1,5,7,60,0,2,3000,3083,83,0.0269218293869608,"meadInc",7117.20327717235,6861
"4367",51,1,4,3,40,1,2,1100,1100,0,0,"lowInc",2539.3848864384,2539
"4368",47,1,6,5,50,1,2,2500,2527,27,0.0106846062524733,"meadInc",5833.65964366349,5705
"4370",46,1,4,7,40,1,2,2000,2000,0,0,"meadInc",4617.063429888,4584
"4371",45,0,4,3,40,1,2,800,800,0,0,"lowInc",1846.8253719552,1846
"4372",40,1,4,77,68,1,2,3000,3083,83,0.0269218293869608,"meadInc",7117.20327717235,6861
"4373",34,0,4,77,42,1,2,800,800,0,0,"lowInc",1846.8253719552,1846
"4375",45,0,1,77,45,1,2,1000,1000,0,0,"lowInc",2308.531714944,2308
"4376",52,1,4,77,40,1,2,2000,2000,0,0,"meadInc",4617.063429888,4584
"4377",22,1,4,77,45,0,2,6000,6558,558,0.0850869167429094,"meadHighInc",15139.3509866028,13235
"4379",46,1,3,77,66,1,2,10000,11531,1531,0.132772526233631,"meadHighInc",26619.6792050193,21845
"4380",38,0,4,77,40,1,2,10000,11531,1531,0.132772526233631,"meadHighInc",26619.6792050193,21845
"4381",32,1,6,3,56,1,2,2000,2000,0,0,"meadInc",4617.063429888,4584
"4382",30,0,6,2,56,1,2,2000,2000,0,0,"meadInc",4617.063429888,4584
"4383",42,1,3,11,70,1,2,800,800,0,0,"lowInc",1846.8253719552,1846
"4384",22,0,3,5,56,1,2,1100,1100,0,0,"lowInc",2539.3848864384,2539
"4385",25,1,3,11,56,1,2,1400,1400,0,0,"lowInc",3231.9444009216,3231
"4386",25,0,3,7,56,1,2,1200,1200,0,0,"lowInc",2770.2380579328,2770
"4387",24,1,4,9,56,0,2,1500,1500,0,0,"lowInc",3462.797572416,3462
"4388",23,1,2,7,56,0,2,1200,1200,0,0,"lowInc",2770.2380579328,2770
"4390",23,0,4,7,56,1,2,900,900,0,0,"lowInc",2077.6785434496,2077
"4392",33,0,4,11,42,1,2,2000,2000,0,0,"meadInc",4617.063429888,4584
"4393",43,1,2,11,56,1,2,1100,1100,0,0,"lowInc",2539.3848864384,2539
"4394",38,1,2,10,56,1,2,1300,1300,0,0,"lowInc",3001.0912294272,3001
"4395",35,1,4,7,63,1,2,2000,2000,0,0,"meadInc",4617.063429888,4584
"4396",37,1,3,11,70,1,2,1000,1000,0,0,"lowInc",2308.531714944,2308
"4397",32,0,3,7,40,1,2,1200,1200,0,0,"lowInc",2770.2380579328,2770
"4398",54,1,4,11,63,1,2,1500,1500,0,0,"lowInc",3462.797572416,3462
"4399",35,0,6,2,50,1,2,1300,1300,0,0,"lowInc",3001.0912294272,3001
"4400",31,1,5,6,30,1,2,1400,1400,0,0,"lowInc",3231.9444009216,3231
"4401",32,0,4,6,50,1,2,1200,1200,0,0,"lowInc",2770.2380579328,2770
"4402",55,1,4,11,98,1,2,1200,1200,0,0,"lowInc",2770.2380579328,2770
"4403",51,1,5,4,44,1,2,1500,1500,0,0,"lowInc",3462.797572416,3462
"4405",41,0,4,11,37.5,1,2,6000,6558,558,0.0850869167429094,"meadHighInc",15139.3509866028,13235
"4406",29,1,4,3,56,1,2,3000,3083,83,0.0269218293869608,"meadInc",7117.20327717235,6861
"4407",44,1,3,77,56,1,2,1500,1500,0,0,"lowInc",3462.797572416,3462
"4408",26,1,3,7,70,1,2,8000,9031,1031,0.114162329753073,"meadHighInc",20848.3499176593,17516
"4409",20,0,3,7,56,0,2,800,800,0,0,"lowInc",1846.8253719552,1846
"4410",16,0,3,77,84,0,2,500,500,0,0,"lowInc",1154.265857472,1154
"4411",55,1,3,7,56,1,2,900,900,0,0,"lowInc",2077.6785434496,2077
"4412",18,1,3,77,28,0,2,700,700,0,0,"lowInc",1615.9722004608,1615
"4413",24,1,5,1,56,0,2,1200,1200,0,0,"lowInc",2770.2380579328,2770
"4414",35,1,3,7,56,1,2,1200,1200,0,0,"lowInc",2770.2380579328,2770
"4415",43,1,3,7,56,1,2,300,300,0,0,"lowInc",692.5595144832,692
"4416",36,1,4,11,70,1,2,600,600,0,0,"lowInc",1385.1190289664,1385
"4417",43,1,2,7,56,1,2,1200,1200,0,0,"lowInc",2770.2380579328,2770
"4418",23,1,2,7,56,0,2,1200,1200,0,0,"lowInc",2770.2380579328,2770
"4419",46,1,3,7,56,1,2,1200,1200,0,0,"lowInc",2770.2380579328,2770
"4420",46,1,3,7,56,1,2,1200,1200,0,0,"lowInc",2770.2380579328,2770
"4424",41,1,2,7,40,1,2,1500,1500,0,0,"lowInc",3462.797572416,3462
"4425",47,1,3,4,56,1,2,1600,1600,0,0,"meadInc",3693.6507439104,3688
"4426",19,1,2,77,56,0,2,600,600,0,0,"lowInc",1385.1190289664,1385
"4427",39,1,1,5,70,1,2,900,900,0,0,"lowInc",2077.6785434496,2077
"4428",40,0,3,5,70,1,2,700,700,0,0,"lowInc",1615.9722004608,1615
"4429",24,1,2,77,36,1,2,8000,9031,1031,0.114162329753073,"meadHighInc",20848.3499176593,17516
"4430",38,1,3,11,70,1,2,1500,1500,0,0,"lowInc",3462.797572416,3462
"4431",37,1,3,7,63,1,2,2000,2000,0,0,"meadInc",4617.063429888,4584
"4432",43,1,3,7,77,1,2,2600,2638,38,0.0144048521607278,"meadInc",6089.90666402227,5936
"4433",19,1,3,77,10.5,0,2,2000,2000,0,0,"meadInc",4617.063429888,4584
"4434",19,1,3,6,84,1,2,1000,1000,0,0,"lowInc",2308.531714944,2308
"4435",40,1,2,6,74,1,2,1000,1000,0,0,"lowInc",2308.531714944,2308
"4436",32,0,3,5,56,1,2,1000,1000,0,0,"lowInc",2308.531714944,2308
"4437",42,1,3,7,52.5,1,2,2300,2315,15,0.00647948164146868,"meadInc",5344.25092009536,5265
"4438",54,0,4,2,40,1,2,1600,1600,0,0,"meadInc",3693.6507439104,3688
"4439",53,1,3,10,52,1,2,1000,1000,0,0,"lowInc",2308.531714944,2308
"4440",20,0,3,7,60,0,2,700,700,0,0,"lowInc",1615.9722004608,1615
"4441",29,1,2,12,70,1,2,800,800,0,0,"lowInc",1846.8253719552,1846
"4442",24,1,3,10,35,1,2,2000,2000,0,0,"meadInc",4617.063429888,4584
"4443",25,0,2,10,28,1,2,2000,2000,0,0,"meadInc",4617.063429888,4584
"4444",29,1,5,77,50,1,2,1300,1300,0,0,"lowInc",3001.0912294272,3001
"4445",29,0,3,77,50,1,2,1500,1500,0,0,"lowInc",3462.797572416,3462
"4446",35,0,1,10,42,1,2,1000,1000,0,0,"lowInc",2308.531714944,2308
"4447",44,1,3,11,70,1,2,1000,1000,0,0,"lowInc",2308.531714944,2308
"4448",46,0,2,-1,56,1,2,700,700,0,0,"lowInc",1615.9722004608,1615
"4449",45,1,3,12,61,1,2,1800,1800,0,0,"meadInc",4155.3570868992,4136
"4450",34,1,2,12,46,1,2,2000,2000,0,0,"meadInc",4617.063429888,4584
"4451",39,0,3,12,88,1,2,1000,1000,0,0,"lowInc",2308.531714944,2308
"4452",36,0,6,1,40,1,2,1800,1800,0,0,"meadInc",4155.3570868992,4136
"4453",53,1,1,3,82,1,2,1000,1000,0,0,"lowInc",2308.531714944,2308
"4454",18,0,3,11,50,0,2,400,400,0,0,"lowInc",923.4126859776,923
"4455",41,1,3,17,79,1,2,2000,2000,0,0,"meadInc",4617.063429888,4584
"4456",43,0,4,12,75,1,2,1400,1400,0,0,"lowInc",3231.9444009216,3231
"4457",47,1,2,12,60,1,2,2000,2000,0,0,"meadInc",4617.063429888,4584
"4458",19,1,2,12,55,0,2,1200,1200,0,0,"lowInc",2770.2380579328,2770
"4459",44,1,1,12,56,0,2,1000,1000,0,0,"lowInc",2308.531714944,2308
"4461",54,1,4,3,51,1,2,500,500,0,0,"lowInc",1154.265857472,1154
"4462",27,1,5,17,30,1,2,1000,1000,0,0,"lowInc",2308.531714944,2308
"4463",41,0,1,11,84,1,2,1500,1500,0,0,"lowInc",3462.797572416,3462
"4464",19,1,3,7,63,0,2,300,300,0,0,"lowInc",692.5595144832,692
"4465",20,0,4,77,84,0,2,400,400,0,0,"lowInc",923.4126859776,923
"4466",57,1,4,6,45,1,2,1100,1100,0,0,"lowInc",2539.3848864384,2539
"4468",19,0,3,6,84,0,2,500,500,0,0,"lowInc",1154.265857472,1154
"4469",45,1,4,12,54,1,2,4000,4205,205,0.0487514863258026,"meadInc",9707.37586133952,9021
"4470",20,1,4,7,40,0,2,2100,2105,5,0.00237529691211401,"meadInc",4859.45925995712,4819
"4471",30,1,3,12,59,1,2,1000,1000,0,0,"lowInc",2308.531714944,2308
"4472",45,1,3,12,58,1,2,1800,1800,0,0,"meadInc",4155.3570868992,4136
"4473",29,0,3,11,70,1,2,2000,2000,0,0,"meadInc",4617.063429888,4584
"4474",53,1,1,12,70,1,2,1000,1000,0,0,"lowInc",2308.531714944,2308
"4475",33,1,3,12,64,1,2,1000,1000,0,0,"lowInc",2308.531714944,2308
"4476",33,0,2,6,60,1,2,800,800,0,0,"lowInc",1846.8253719552,1846
"4477",39,1,2,3,55,1,2,3000,3083,83,0.0269218293869608,"meadInc",7117.20327717235,6861
"4478",38,1,2,3,44,1,2,2000,2000,0,0,"meadInc",4617.063429888,4584
"4479",46,1,2,10,58,1,2,1100,1100,0,0,"lowInc",2539.3848864384,2539
"4480",20,1,3,6,40,0,2,1000,1000,0,0,"lowInc",2308.531714944,2308
"4481",20,1,3,9,40,0,2,1500,1500,0,0,"lowInc",3462.797572416,3462
"4482",53,1,3,10,48,1,2,800,800,0,0,"lowInc",1846.8253719552,1846
"4483",19,0,3,9,60,0,2,1800,1800,0,0,"meadInc",4155.3570868992,4136
"4484",31,1,3,5,40,1,2,1500,1500,0,0,"lowInc",3462.797572416,3462
"4485",29,1,2,4,50,1,2,1600,1600,0,0,"meadInc",3693.6507439104,3688
"4486",28,0,3,11,45,1,2,600,600,0,0,"lowInc",1385.1190289664,1385
"4487",28,1,3,5,40,1,2,1300,1300,0,0,"lowInc",3001.0912294272,3001
"4489",23,1,3,11,45,1,2,2000,2000,0,0,"meadInc",4617.063429888,4584
"4492",23,1,4,10,40,1,2,900,900,0,0,"lowInc",2077.6785434496,2077
"4493",42,1,3,7,56,1,2,1000,1000,0,0,"lowInc",2308.531714944,2308
"4494",40,0,3,7,50,1,2,500,500,0,0,"lowInc",1154.265857472,1154
"4496",34,1,3,10,60,1,2,2000,2000,0,0,"meadInc",4617.063429888,4584
"4497",51,1,5,2,48,1,2,1700,1700,0,0,"meadInc",3924.5039154048,3912
"4499",45,1,3,11,84,1,2,3000,3083,83,0.0269218293869608,"meadInc",7117.20327717235,6861
"4500",40,0,3,7,49,1,2,900,900,0,0,"lowInc",2077.6785434496,2077
"4501",45,1,3,5,63,1,2,1300,1300,0,0,"lowInc",3001.0912294272,3001
"4503",33,0,4,7,49,1,2,700,700,0,0,"lowInc",1615.9722004608,1615
"4504",31,0,4,7,56,1,2,1000,1000,0,0,"lowInc",2308.531714944,2308
"4505",48,1,4,5,40,1,2,800,800,0,0,"lowInc",1846.8253719552,1846
"4506",43,0,3,77,49,1,2,600,600,0,0,"lowInc",1385.1190289664,1385
"4507",38,1,5,3,56,1,2,2500,2527,27,0.0106846062524733,"meadInc",5833.65964366349,5705
"4508",38,0,5,3,56,1,2,1400,1400,0,0,"lowInc",3231.9444009216,3231
"4509",43,1,4,7,56,0,2,700,700,0,0,"lowInc",1615.9722004608,1615
"4510",48,0,3,5,56,1,2,1400,1400,0,0,"lowInc",3231.9444009216,3231
"4512",43,0,3,77,63,1,2,500,500,0,0,"lowInc",1154.265857472,1154
"4513",36,1,6,6,56,1,2,2100,2105,5,0.00237529691211401,"meadInc",4859.45925995712,4819
"4514",56,1,5,1,40,1,2,3000,3083,83,0.0269218293869608,"meadInc",7117.20327717235,6861
"4515",52,0,5,2,35,1,2,2000,2000,0,0,"meadInc",4617.063429888,4584
"4517",37,1,5,3,40,1,2,1500,1500,0,0,"lowInc",3462.797572416,3462
"4518",35,0,5,2,40,1,2,1500,1500,0,0,"lowInc",3462.797572416,3462
"4519",31,0,4,5,30,1,2,1000,1000,0,0,"lowInc",2308.531714944,2308
"4520",54,1,2,3,40,1,2,1500,1500,0,0,"lowInc",3462.797572416,3462
"4521",32,1,5,3,40,1,2,1600,1600,0,0,"meadInc",3693.6507439104,3688
"4522",22,0,5,77,40,0,2,1000,1000,0,0,"lowInc",2308.531714944,2308
"4523",42,1,6,1,40,1,2,4000,4205,205,0.0487514863258026,"meadInc",9707.37586133952,9021
"4524",22,1,4,6,56,1,2,1500,1500,0,0,"lowInc",3462.797572416,3462
"4525",21,0,4,5,35,1,2,1000,1000,0,0,"lowInc",2308.531714944,2308
"4526",46,1,4,77,66,1,2,900,900,0,0,"lowInc",2077.6785434496,2077
"4527",38,1,3,3,49,1,2,600,600,0,0,"lowInc",1385.1190289664,1385
"4529",38,1,4,77,70,1,2,600,600,0,0,"lowInc",1385.1190289664,1385
"4530",37,0,3,77,64,1,2,300,300,0,0,"lowInc",692.5595144832,692
"4532",32,1,3,77,70,1,2,500,500,0,0,"lowInc",1154.265857472,1154
