"","age","gender","edulevel","workowner","workhour","marriage","district","aftertwage","beforetaxinc","taxed","taxRate","groupe","uprateBTInc14to10","afterT14to10"
"865",41,1,2,4,60,1,1,5000,5050,50,0.0099009900990099,"meadInc",2188,2179
"866",20,0,4,2,42,1,1,1900,1900,0,0,"lowInc",823,823
"867",28,0,4,3,30,1,1,5000,5050,50,0.0099009900990099,"meadInc",2188,2179
"868",29,0,6,5,40,0,1,5000,5050,50,0.0099009900990099,"meadInc",2188,2179
"869",31,1,5,3,40,1,1,5000,5050,50,0.0099009900990099,"meadInc",2188,2179
"870",51,1,3,4,40,0,1,5000,5050,50,0.0099009900990099,"meadInc",2188,2179
"871",51,0,4,6,40,1,1,5000,5050,50,0.0099009900990099,"meadInc",2188,2179
"872",37,0,3,5,50,1,1,2200,2200,0,0,"lowInc",953,953
"873",31,1,6,5,40,1,1,5000,5050,50,0.0099009900990099,"meadInc",2188,2179
"874",36,1,3,4,55,0,1,5000,5050,50,0.0099009900990099,"meadInc",2188,2179
"875",33,0,4,5,40,1,1,5000,5050,50,0.0099009900990099,"meadInc",2188,2179
"876",43,1,4,4,48,1,1,5000,5050,50,0.0099009900990099,"meadInc",2188,2179
"877",50,1,3,4,70,1,1,5000,5050,50,0.0099009900990099,"meadInc",2188,2179
"878",59,1,2,4,40,1,1,2200,2200,0,0,"lowInc",953,953
"879",57,1,4,2,40,0,1,5000,5050,50,0.0099009900990099,"meadInc",2188,2179
"880",47,0,4,3,10,1,1,5000,5050,50,0.0099009900990099,"meadInc",2188,2179
"881",55,1,3,2,40,1,1,2200,2200,0,0,"lowInc",953,953
"882",36,1,3,5,40,0,1,5000,5050,50,0.0099009900990099,"meadInc",2188,2179
"883",42,1,6,2,40,1,1,5000,5050,50,0.0099009900990099,"meadInc",2188,2179
"884",46,1,4,3,48,1,1,5000,5050,50,0.0099009900990099,"meadInc",2188,2179
"885",34,1,3,5,40,1,1,5000,5050,50,0.0099009900990099,"meadInc",2188,2179
"886",44,0,4,4,60,1,1,5000,5050,50,0.0099009900990099,"meadInc",2188,2179
"887",31,1,6,3,35,1,1,2200,2200,0,0,"lowInc",953,953
"888",51,0,3,1,38,1,1,1600,1600,0,0,"lowInc",693,693
"889",54,1,4,4,48,1,1,5000,5050,50,0.0099009900990099,"meadInc",2188,2179
"890",29,1,4,4,73.5,1,1,5000,5050,50,0.0099009900990099,"meadInc",2188,2179
"891",26,1,4,3,50,0,1,5000,5050,50,0.0099009900990099,"meadInc",2188,2179
"892",34,1,5,3,45,0,1,5000,5050,50,0.0099009900990099,"meadInc",2188,2179
"893",25,0,5,77,35,1,1,2200,2200,0,0,"lowInc",953,953
"894",24,1,3,4,49,1,1,5000,5050,50,0.0099009900990099,"meadInc",2188,2179
"895",36,1,3,4,70,1,1,5000,5050,50,0.0099009900990099,"meadInc",2188,2179
"896",51,0,3,4,40,1,1,1600,1600,0,0,"lowInc",693,693
"897",38,0,3,4,45,1,1,1600,1600,0,0,"lowInc",693,693
"898",48,1,3,4,60,0,1,5000,5050,50,0.0099009900990099,"meadInc",2188,2179
"899",44,1,6,3,35,1,1,5000,5050,50,0.0099009900990099,"meadInc",2188,2179
"900",48,1,3,4,50,1,1,5000,5050,50,0.0099009900990099,"meadInc",2188,2179
"901",46,1,3,4,48,1,1,5000,5050,50,0.0099009900990099,"meadInc",2188,2179
"902",57,1,3,4,28,1,1,1600,1600,0,0,"lowInc",693,693
"903",26,0,6,4,37.5,1,1,2200,2200,0,0,"lowInc",953,953
"904",52,0,3,4,56,1,1,1600,1600,0,0,"lowInc",693,693
"905",43,1,6,4,48,1,1,1600,1600,0,0,"lowInc",693,693
"906",33,1,5,5,60,0,1,5000,5050,50,0.0099009900990099,"meadInc",2188,2179
"907",35,0,3,5,40,1,1,2200,2200,0,0,"lowInc",953,953
"908",28,0,6,3,55,1,1,5000,5050,50,0.0099009900990099,"meadInc",2188,2179
"909",41,1,3,1,60,1,1,1600,1600,0,0,"lowInc",693,693
"910",43,1,3,4,59.5,1,1,5000,5050,50,0.0099009900990099,"meadInc",2188,2179
"911",44,1,3,1,40,1,1,1600,1600,0,0,"lowInc",693,693
"912",50,1,1,4,60,1,1,5000,5050,50,0.0099009900990099,"meadInc",2188,2179
"913",34,1,3,4,48,1,1,5000,5050,50,0.0099009900990099,"meadInc",2188,2179
"914",58,1,3,4,84,1,1,1900,1900,0,0,"lowInc",823,823
"915",37,1,3,4,27,1,1,2200,2200,0,0,"lowInc",953,953
"916",47,1,1,4,63,1,1,5000,5050,50,0.0099009900990099,"meadInc",2188,2179
"917",27,0,4,3,70,1,1,2200,2200,0,0,"lowInc",953,953
"918",23,1,4,4,70,1,1,5000,5050,50,0.0099009900990099,"meadInc",2188,2179
"919",38,0,5,2,45,1,1,1900,1900,0,0,"lowInc",823,823
"920",48,0,2,4,50,1,1,1900,1900,0,0,"lowInc",823,823
"921",28,0,5,4,40,0,1,5000,5050,50,0.0099009900990099,"meadInc",2188,2179
"922",28,0,4,4,50,0,1,5000,5050,50,0.0099009900990099,"meadInc",2188,2179
"923",36,0,6,4,60,1,1,5000,5050,50,0.0099009900990099,"meadInc",2188,2179
"924",32,1,4,4,40,1,1,5000,5050,50,0.0099009900990099,"meadInc",2188,2179
"925",31,0,3,4,48,1,1,2200,2200,0,0,"lowInc",953,953
"926",28,1,4,4,48,1,1,5000,5050,50,0.0099009900990099,"meadInc",2188,2179
"927",24,1,5,4,84,1,1,5000,5050,50,0.0099009900990099,"meadInc",2188,2179
"928",20,0,4,4,45,1,2,5000,5050,50,0.0099009900990099,"meadInc",2188,2179
"929",51,0,2,3,60,1,2,2200,2200,0,0,"lowInc",953,953
"930",47,0,1,4,63,1,2,1900,1900,0,0,"lowInc",823,823
"931",47,1,3,4,70,0,2,5000,5050,50,0.0099009900990099,"meadInc",2188,2179
"932",24,0,5,4,50,1,2,1900,1900,0,0,"lowInc",823,823
"933",52,1,4,4,60,1,2,5000,5050,50,0.0099009900990099,"meadInc",2188,2179
"934",44,1,3,4,60,0,2,5000,5050,50,0.0099009900990099,"meadInc",2188,2179
"935",27,1,3,4,63,1,2,5000,5050,50,0.0099009900990099,"meadInc",2188,2179
"936",24,0,4,4,40,1,1,5000,5050,50,0.0099009900990099,"meadInc",2188,2179
"937",55,1,2,4,54,1,2,2200,2200,0,0,"lowInc",953,953
"938",31,1,3,4,91,1,2,5000,5050,50,0.0099009900990099,"meadInc",2188,2179
"939",28,0,3,4,91,1,2,5000,5050,50,0.0099009900990099,"meadInc",2188,2179
"940",46,1,2,4,10,1,2,5000,5050,50,0.0099009900990099,"meadInc",2188,2179
"941",25,1,5,4,54,1,2,5000,5050,50,0.0099009900990099,"meadInc",2188,2179
"942",28,1,3,4,70,1,2,5000,5050,50,0.0099009900990099,"meadInc",2188,2179
"943",31,0,3,5,78,1,2,5000,5050,50,0.0099009900990099,"meadInc",2188,2179
"944",27,0,4,4,56,1,2,5000,5050,50,0.0099009900990099,"meadInc",2188,2179
"945",54,1,4,4,56,1,2,1600,1600,0,0,"lowInc",693,693
"946",33,1,3,4,63,0,2,5000,5050,50,0.0099009900990099,"meadInc",2188,2179
"947",31,0,3,4,70,1,1,2200,2200,0,0,"lowInc",953,953
"948",52,0,2,4,8,1,1,1600,1600,0,0,"lowInc",693,693
"949",26,0,3,4,48,1,1,1600,1600,0,0,"lowInc",693,693
"950",30,1,4,5,48,1,1,5000,5050,50,0.0099009900990099,"meadInc",2188,2179
"951",30,1,2,4,77,1,1,5000,5050,50,0.0099009900990099,"meadInc",2188,2179
"952",28,1,5,3,40,1,1,5000,5050,50,0.0099009900990099,"meadInc",2188,2179
"953",54,1,4,1,40,1,1,1600,1600,0,0,"lowInc",693,693
"954",23,1,5,4,48,1,1,2200,2200,0,0,"lowInc",953,953
"955",49,1,4,2,40,1,1,1900,1900,0,0,"lowInc",823,823
"956",46,0,4,3,50,1,1,1600,1600,0,0,"lowInc",693,693
"957",49,1,2,4,40,1,1,2200,2200,0,0,"lowInc",953,953
"958",43,0,1,5,40,1,1,1900,1900,0,0,"lowInc",823,823
"959",39,1,2,9,48,1,1,5000,5050,50,0.0099009900990099,"meadInc",2188,2179
"960",22,0,3,4,77,1,1,5000,5050,50,0.0099009900990099,"meadInc",2188,2179
"961",50,1,3,4,56,1,1,5000,5050,50,0.0099009900990099,"meadInc",2188,2179
"962",27,1,5,2,40,1,1,1900,1900,0,0,"lowInc",823,823
"963",25,1,4,4,56,1,1,5000,5050,50,0.0099009900990099,"meadInc",2188,2179
"964",26,1,3,4,56,1,1,5000,5050,50,0.0099009900990099,"meadInc",2188,2179
"965",32,0,3,4,54,1,1,1600,1600,0,0,"lowInc",693,693
"966",42,1,2,4,63,1,1,5000,5050,50,0.0099009900990099,"meadInc",2188,2179
"967",35,1,3,4,42,1,1,5000,5050,50,0.0099009900990099,"meadInc",2188,2179
"968",45,1,3,4,50,1,1,5000,5050,50,0.0099009900990099,"meadInc",2188,2179
"969",42,1,3,4,70,1,1,5000,5050,50,0.0099009900990099,"meadInc",2188,2179
"970",32,0,2,4,60,1,1,2200,2200,0,0,"lowInc",953,953
"971",31,1,2,4,56,1,1,5000,5050,50,0.0099009900990099,"meadInc",2188,2179
"972",24,1,3,4,63,0,1,2200,2200,0,0,"lowInc",953,953
"973",35,0,4,4,63,1,1,1600,1600,0,0,"lowInc",693,693
"974",26,0,5,3,66,1,1,1900,1900,0,0,"lowInc",823,823
"975",42,0,2,4,60,1,1,1600,1600,0,0,"lowInc",693,693
"976",48,0,1,4,70,1,1,1600,1600,0,0,"lowInc",693,693
"977",36,0,5,5,40,1,1,2200,2200,0,0,"lowInc",953,953
"978",40,1,3,4,50,0,1,5000,5050,50,0.0099009900990099,"meadInc",2188,2179
"979",25,0,1,4,40,1,1,1900,1900,0,0,"lowInc",823,823
"980",28,1,4,4,56,0,1,2200,2200,0,0,"lowInc",953,953
"981",50,1,2,3,70,1,1,5000,5050,50,0.0099009900990099,"meadInc",2188,2179
"982",44,1,3,4,56,1,1,5000,5050,50,0.0099009900990099,"meadInc",2188,2179
"983",51,1,3,4,40,1,1,5000,5050,50,0.0099009900990099,"meadInc",2188,2179
"984",35,1,3,3,56,1,1,5000,5050,50,0.0099009900990099,"meadInc",2188,2179
"985",26,1,3,1,40,1,2,5000,5050,50,0.0099009900990099,"meadInc",2188,2179
"986",42,0,4,3,40,1,2,2200,2200,0,0,"lowInc",953,953
"987",50,1,3,2,40,1,2,2200,2200,0,0,"lowInc",953,953
"988",21,0,3,4,48,1,2,2200,2200,0,0,"lowInc",953,953
"989",29,1,2,4,40,1,2,5000,5050,50,0.0099009900990099,"meadInc",2188,2179
"990",21,1,4,5,40,1,2,2200,2200,0,0,"lowInc",953,953
"991",36,1,3,4,30,1,2,5000,5050,50,0.0099009900990099,"meadInc",2188,2179
"992",18,1,2,4,60,1,2,5000,5050,50,0.0099009900990099,"meadInc",2188,2179
"993",22,0,3,4,40,1,2,2200,2200,0,0,"lowInc",953,953
"994",17,0,3,4,40,0,2,2200,2200,0,0,"lowInc",953,953
"995",40,1,2,2,40,0,2,2200,2200,0,0,"lowInc",953,953
"996",31,1,5,4,36,1,2,5000,5050,50,0.0099009900990099,"meadInc",2188,2179
"997",30,0,4,2,40,1,2,2200,2200,0,0,"lowInc",953,953
"998",20,0,3,5,48,0,2,2200,2200,0,0,"lowInc",953,953
"999",27,0,5,4,40,0,2,2200,2200,0,0,"lowInc",953,953
"1000",25,1,5,4,40,1,2,5000,5050,50,0.0099009900990099,"meadInc",2188,2179
"1001",31,0,3,4,77,1,2,1600,1600,0,0,"lowInc",693,693
"1002",37,1,2,4,85,1,2,5000,5050,50,0.0099009900990099,"meadInc",2188,2179
"1003",42,1,3,4,84,1,2,5000,5050,50,0.0099009900990099,"meadInc",2188,2179
"1004",45,1,2,4,54,1,2,5000,5050,50,0.0099009900990099,"meadInc",2188,2179
"1005",23,1,2,4,70,1,2,5000,5050,50,0.0099009900990099,"meadInc",2188,2179
"1006",26,0,7,6,37.5,1,2,1600,1600,0,0,"lowInc",693,693
"1007",36,1,3,2,56,1,2,1600,1600,0,0,"lowInc",693,693
"1008",41,1,5,2,40,1,2,1900,1900,0,0,"lowInc",823,823
"1009",39,0,3,4,56,0,2,1600,1600,0,0,"lowInc",693,693
"1010",29,1,3,4,30,1,2,5000,5050,50,0.0099009900990099,"meadInc",2188,2179
"1011",29,1,3,4,40,1,2,5000,5050,50,0.0099009900990099,"meadInc",2188,2179
"1012",57,1,4,2,35,1,2,2200,2200,0,0,"lowInc",953,953
"1013",44,0,3,4,63,1,2,1600,1600,0,0,"lowInc",693,693
"1014",50,1,3,1,9,1,2,5000,5050,50,0.0099009900990099,"meadInc",2188,2179
"1015",23,1,5,4,40,1,2,1900,1900,0,0,"lowInc",823,823
"1016",32,0,5,77,42,1,2,1600,1600,0,0,"lowInc",693,693
"1017",44,0,4,4,70,1,2,1600,1600,0,0,"lowInc",693,693
"1018",50,1,3,3,40,1,2,2200,2200,0,0,"lowInc",953,953
"1019",45,0,5,2,40,1,2,2200,2200,0,0,"lowInc",953,953
"1020",50,1,2,4,56,1,2,2200,2200,0,0,"lowInc",953,953
"1021",28,1,4,6,50,1,1,5000,5050,50,0.0099009900990099,"meadInc",2188,2179
"1022",24,1,6,4,44,1,2,5000,5050,50,0.0099009900990099,"meadInc",2188,2179
"1023",25,0,3,4,70,0,2,2200,2200,0,0,"lowInc",953,953
"1024",32,1,2,4,48,1,1,5000,5050,50,0.0099009900990099,"meadInc",2188,2179
"1025",19,0,4,4,48,1,2,2200,2200,0,0,"lowInc",953,953
"1026",40,1,2,4,91,1,1,5000,5050,50,0.0099009900990099,"meadInc",2188,2179
"1027",25,0,3,4,60,1,2,2200,2200,0,0,"lowInc",953,953
"1028",41,1,4,1,40,1,2,1600,1600,0,0,"lowInc",693,693
"1029",40,0,4,2,72,1,2,1600,1600,0,0,"lowInc",693,693
"1030",37,0,5,2,40,1,2,1600,1600,0,0,"lowInc",693,693
"1031",51,0,4,2,40,1,2,1900,1900,0,0,"lowInc",823,823
"1032",45,1,4,2,40,1,2,1900,1900,0,0,"lowInc",823,823
"1033",46,0,3,2,30,1,2,2200,2200,0,0,"lowInc",953,953
"1034",38,0,5,3,42,1,2,1600,1600,0,0,"lowInc",693,693
"1035",29,1,3,4,66,0,2,5000,5050,50,0.0099009900990099,"meadInc",2188,2179
"1036",33,0,6,1,40,1,2,2200,2200,0,0,"lowInc",953,953
"1037",35,1,6,1,40,1,2,2200,2200,0,0,"lowInc",953,953
"1038",34,0,4,1,40,0,2,2200,2200,0,0,"lowInc",953,953
"1039",52,1,4,4,56,1,2,1600,1600,0,0,"lowInc",693,693
"1040",31,0,3,4,70,1,2,1600,1600,0,0,"lowInc",693,693
"1041",25,0,4,4,60,1,2,1600,1600,0,0,"lowInc",693,693
"1042",28,0,4,4,48,1,2,1600,1600,0,0,"lowInc",693,693
"1043",35,0,2,4,25,1,2,2200,2200,0,0,"lowInc",953,953
"1044",43,1,2,4,10,1,2,5000,5050,50,0.0099009900990099,"meadInc",2188,2179
"1045",42,1,1,4,70,1,2,5000,5050,50,0.0099009900990099,"meadInc",2188,2179
"1046",33,1,2,5,56,1,1,5000,5050,50,0.0099009900990099,"meadInc",2188,2179
"1047",38,0,6,2,42,1,2,1900,1900,0,0,"lowInc",823,823
"1048",32,1,4,4,40,1,2,5000,5050,50,0.0099009900990099,"meadInc",2188,2179
"1049",46,1,5,4,35,1,2,5000,5050,50,0.0099009900990099,"meadInc",2188,2179
"1050",59,1,4,4,168,1,2,1600,1600,0,0,"lowInc",693,693
"1051",25,1,4,4,60,1,2,2200,2200,0,0,"lowInc",953,953
"1052",43,1,3,4,40,1,2,5000,5050,50,0.0099009900990099,"meadInc",2188,2179
"1053",27,1,1,4,77,1,2,5000,5050,50,0.0099009900990099,"meadInc",2188,2179
"1054",30,1,6,4,50,1,2,5000,5050,50,0.0099009900990099,"meadInc",2188,2179
"1055",37,0,6,2,40,1,2,1900,1900,0,0,"lowInc",823,823
"1056",48,1,1,4,70,1,2,5000,5050,50,0.0099009900990099,"meadInc",2188,2179
"1057",40,0,3,4,70,1,2,1600,1600,0,0,"lowInc",693,693
"1058",44,1,5,4,54,1,2,1600,1600,0,0,"lowInc",693,693
"1059",26,1,6,6,50,0,2,5000,5050,50,0.0099009900990099,"meadInc",2188,2179
"1060",29,1,6,3,40,0,2,5000,5050,50,0.0099009900990099,"meadInc",2188,2179
"1061",25,0,3,4,42,0,2,1600,1600,0,0,"lowInc",693,693
"1062",28,0,2,4,42,0,2,2200,2200,0,0,"lowInc",953,953
"1063",18,1,4,5,48,1,2,2200,2200,0,0,"lowInc",953,953
"1064",26,0,4,4,56,1,2,1600,1600,0,0,"lowInc",693,693
"1065",24,1,6,4,50,0,2,5000,5050,50,0.0099009900990099,"meadInc",2188,2179
"1066",47,1,2,4,70,1,2,5000,5050,50,0.0099009900990099,"meadInc",2188,2179
"1067",31,1,2,4,72,0,1,5000,5050,50,0.0099009900990099,"meadInc",2188,2179
"1068",40,1,4,4,60,1,2,5000,5050,50,0.0099009900990099,"meadInc",2188,2179
"1069",46,1,3,3,56,1,2,1600,1600,0,0,"lowInc",693,693
"1070",42,1,4,4,60,1,2,2200,2200,0,0,"lowInc",953,953
"1071",42,1,5,2,35,1,2,1900,1900,0,0,"lowInc",823,823
"1072",28,0,5,4,42,1,2,1600,1600,0,0,"lowInc",693,693
"1073",39,0,3,4,56,1,1,5000,5050,50,0.0099009900990099,"meadInc",2188,2179
"1074",28,0,6,4,40,1,1,5000,5050,50,0.0099009900990099,"meadInc",2188,2179
"1075",29,0,6,4,43,0,2,5000,5050,50,0.0099009900990099,"meadInc",2188,2179
"1076",42,1,6,3,45,1,2,5000,5050,50,0.0099009900990099,"meadInc",2188,2179
"1077",25,0,5,2,60,0,2,1600,1600,0,0,"lowInc",693,693
"1078",49,0,5,3,37.5,1,2,1600,1600,0,0,"lowInc",693,693
"1079",38,1,5,4,60,0,2,5000,5050,50,0.0099009900990099,"meadInc",2188,2179
"1080",51,1,4,4,54,0,2,1600,1600,0,0,"lowInc",693,693
"1081",44,0,4,4,48,0,2,1900,1900,0,0,"lowInc",823,823
"1082",25,1,3,4,60,1,2,5000,5050,50,0.0099009900990099,"meadInc",2188,2179
"1083",29,1,4,4,50,1,1,5000,5050,50,0.0099009900990099,"meadInc",2188,2179
"1084",42,1,3,4,50,1,2,5000,5050,50,0.0099009900990099,"meadInc",2188,2179
"1085",24,0,6,2,60,0,2,1600,1600,0,0,"lowInc",693,693
"1086",37,1,5,3,32,1,2,5000,5050,50,0.0099009900990099,"meadInc",2188,2179
"1087",38,0,3,4,70,1,2,1600,1600,0,0,"lowInc",693,693
"1088",25,1,2,4,70,0,1,5000,5050,50,0.0099009900990099,"meadInc",2188,2179
"1089",44,1,2,2,20,1,2,1600,1600,0,0,"lowInc",693,693
"1090",25,0,-8,5,40,0,2,5000,5050,50,0.0099009900990099,"meadInc",2188,2179
"1091",24,1,5,4,40,0,2,5000,5050,50,0.0099009900990099,"meadInc",2188,2179
"1092",47,0,5,1,35,1,2,2200,2200,0,0,"lowInc",953,953
"1093",46,0,4,2,50,1,2,1600,1600,0,0,"lowInc",693,693
"1094",49,1,2,4,56,1,2,5000,5050,50,0.0099009900990099,"meadInc",2188,2179
"1095",34,1,3,4,65,1,1,5000,5050,50,0.0099009900990099,"meadInc",2188,2179
"1096",45,1,2,9,10,1,2,5000,5050,50,0.0099009900990099,"meadInc",2188,2179
"1097",49,1,2,5,44,1,1,1600,1600,0,0,"lowInc",693,693
"1098",26,1,4,1,48,0,1,2200,2200,0,0,"lowInc",953,953
"1099",33,0,3,4,48,1,1,1600,1600,0,0,"lowInc",693,693
"1100",51,1,4,2,48,1,1,1600,1600,0,0,"lowInc",693,693
"1101",29,1,3,2,40,1,4,1900,1900,0,0,"lowInc",823,823
"1102",51,1,2,4,60,0,1,2200,2200,0,0,"lowInc",953,953
"1103",25,1,3,4,60,0,1,5000,5050,50,0.0099009900990099,"meadInc",2188,2179
"1104",49,1,3,4,56,0,1,2200,2200,0,0,"lowInc",953,953
"1105",46,0,3,4,45,0,1,2200,2200,0,0,"lowInc",953,953
"1106",19,1,3,4,48,1,1,2200,2200,0,0,"lowInc",953,953
"1107",30,0,3,5,48,1,1,1600,1600,0,0,"lowInc",693,693
"1108",41,0,3,4,48,1,1,1600,1600,0,0,"lowInc",693,693
"1109",44,0,2,4,70,1,1,1600,1600,0,0,"lowInc",693,693
"1110",23,1,4,2,54,1,1,2200,2200,0,0,"lowInc",953,953
"1111",27,1,5,4,50,0,1,5000,5050,50,0.0099009900990099,"meadInc",2188,2179
"1112",24,1,3,4,58,1,1,2200,2200,0,0,"lowInc",953,953
"1113",22,0,2,9,50,1,1,1600,1600,0,0,"lowInc",693,693
"1114",25,1,3,4,98,0,1,5000,5050,50,0.0099009900990099,"meadInc",2188,2179
"1115",46,1,3,4,10,1,1,2200,2200,0,0,"lowInc",953,953
"1116",25,1,4,4,42,1,1,2200,2200,0,0,"lowInc",953,953
"1117",37,0,6,5,60,1,1,5000,5050,50,0.0099009900990099,"meadInc",2188,2179
"1118",30,1,6,3,40,1,1,5000,5050,50,0.0099009900990099,"meadInc",2188,2179
"1119",27,1,4,4,72,1,1,2200,2200,0,0,"lowInc",953,953
"1120",46,1,6,2,40,1,1,5000,5050,50,0.0099009900990099,"meadInc",2188,2179
"1121",23,1,4,1,40,1,1,2200,2200,0,0,"lowInc",953,953
"1122",45,0,1,4,40,1,1,1600,1600,0,0,"lowInc",693,693
"1123",42,0,6,2,40,1,1,5000,5050,50,0.0099009900990099,"meadInc",2188,2179
"1124",48,0,3,2,35,1,1,1600,1600,0,0,"lowInc",693,693
"1125",55,1,3,2,40,1,1,1600,1600,0,0,"lowInc",693,693
"1126",41,1,3,4,56,1,1,2200,2200,0,0,"lowInc",953,953
"1127",38,0,3,4,50,0,1,1600,1600,0,0,"lowInc",693,693
"1128",18,1,3,4,45,0,1,2200,2200,0,0,"lowInc",953,953
"1129",50,1,3,4,56,1,1,2200,2200,0,0,"lowInc",953,953
"1130",18,1,4,2,40,1,1,2200,2200,0,0,"lowInc",953,953
"1131",30,1,4,2,50,1,1,2200,2200,0,0,"lowInc",953,953
"1132",34,1,4,4,56,1,1,5000,5050,50,0.0099009900990099,"meadInc",2188,2179
"1133",47,0,2,4,70,1,1,1600,1600,0,0,"lowInc",693,693
"1134",21,1,5,4,52,0,1,1600,1600,0,0,"lowInc",693,693
"1135",50,1,4,3,36,1,1,1600,1600,0,0,"lowInc",693,693
"1136",26,0,6,4,40,0,1,5000,5050,50,0.0099009900990099,"meadInc",2188,2179
"1137",19,0,3,4,66.5,1,1,2200,2200,0,0,"lowInc",953,953
"1138",41,1,2,4,56,1,1,5000,5050,50,0.0099009900990099,"meadInc",2188,2179
"1139",26,1,4,4,60,1,1,5000,5050,50,0.0099009900990099,"meadInc",2188,2179
"1140",30,1,2,8,70,0,1,2200,2200,0,0,"lowInc",953,953
"1141",49,0,1,4,84,1,1,1600,1600,0,0,"lowInc",693,693
"1142",16,0,1,4,70,0,1,2200,2200,0,0,"lowInc",953,953
"1143",34,0,1,4,48,1,1,2200,2200,0,0,"lowInc",953,953
"1144",28,1,3,4,80,1,1,5000,5050,50,0.0099009900990099,"meadInc",2188,2179
"1145",54,0,2,3,40,1,1,1600,1600,0,0,"lowInc",693,693
"1146",33,1,3,4,40,1,1,5000,5050,50,0.0099009900990099,"meadInc",2188,2179
"1147",43,0,3,4,45,1,1,2200,2200,0,0,"lowInc",953,953
"1148",31,1,3,4,60,1,1,5000,5050,50,0.0099009900990099,"meadInc",2188,2179
"1149",26,1,3,4,70,1,2,5000,5050,50,0.0099009900990099,"meadInc",2188,2179
"1150",30,0,6,3,40,0,1,5000,5050,50,0.0099009900990099,"meadInc",2188,2179
"1151",50,1,3,4,48,1,3,1900,1900,0,0,"lowInc",823,823
"1152",37,1,4,4,56,1,3,1600,1600,0,0,"lowInc",693,693
"1153",25,1,2,9,54,1,3,2200,2200,0,0,"lowInc",953,953
"1154",32,1,4,5,50,1,1,5000,5050,50,0.0099009900990099,"meadInc",2188,2179
"1155",31,1,5,4,45,0,3,5000,5050,50,0.0099009900990099,"meadInc",2188,2179
"1156",24,0,3,4,48,0,3,1600,1600,0,0,"lowInc",693,693
"1157",36,1,2,4,48,1,3,5000,5050,50,0.0099009900990099,"meadInc",2188,2179
"1158",46,1,3,4,84,1,3,2200,2200,0,0,"lowInc",953,953
"1159",39,1,2,4,50,1,3,5000,5050,50,0.0099009900990099,"meadInc",2188,2179
"1160",44,1,5,3,40,0,4,5000,5050,50,0.0099009900990099,"meadInc",2188,2179
"1161",38,0,6,4,40,0,3,1900,1900,0,0,"lowInc",823,823
"1162",40,1,3,4,56,0,3,5000,5050,50,0.0099009900990099,"meadInc",2188,2179
"1163",20,0,4,4,48,1,3,1900,1900,0,0,"lowInc",823,823
"1164",41,0,2,4,63,1,3,2200,2200,0,0,"lowInc",953,953
"1165",46,1,4,4,30,1,3,2200,2200,0,0,"lowInc",953,953
"1166",19,0,4,4,48,1,3,2200,2200,0,0,"lowInc",953,953
"1167",22,0,5,4,48,1,3,2200,2200,0,0,"lowInc",953,953
"1168",54,1,9,9,56,0,3,5000,5050,50,0.0099009900990099,"meadInc",2188,2179
"1169",28,0,4,4,45,0,3,2200,2200,0,0,"lowInc",953,953
"1170",29,1,2,4,56,1,3,1600,1600,0,0,"lowInc",693,693
"1171",46,1,2,4,84,1,3,2200,2200,0,0,"lowInc",953,953
"1172",23,0,3,4,42,1,3,2200,2200,0,0,"lowInc",953,953
"1173",38,0,2,4,65,1,3,1600,1600,0,0,"lowInc",693,693
"1174",39,0,3,2,56,0,3,1600,1600,0,0,"lowInc",693,693
"1175",35,0,2,4,65,1,3,1600,1600,0,0,"lowInc",693,693
"1176",26,0,3,4,60,1,3,1900,1900,0,0,"lowInc",823,823
"1177",51,1,3,8,48,0,3,5000,5050,50,0.0099009900990099,"meadInc",2188,2179
"1178",22,0,4,4,72,0,3,1600,1600,0,0,"lowInc",693,693
"1179",56,1,3,1,70,1,3,5000,5050,50,0.0099009900990099,"meadInc",2188,2179
"1180",56,1,3,3,84,1,3,1600,1600,0,0,"lowInc",693,693
"1181",33,1,3,4,56,1,3,5000,5050,50,0.0099009900990099,"meadInc",2188,2179
"1182",46,0,3,4,40,0,3,1600,1600,0,0,"lowInc",693,693
"1183",24,0,4,4,72,0,3,1600,1600,0,0,"lowInc",693,693
"1184",41,1,2,1,70,1,3,5000,5050,50,0.0099009900990099,"meadInc",2188,2179
"1185",21,0,5,4,40,1,3,1600,1600,0,0,"lowInc",693,693
"1186",22,1,2,4,70,1,3,5000,5050,50,0.0099009900990099,"meadInc",2188,2179
"1187",25,0,1,1,40,1,3,2200,2200,0,0,"lowInc",953,953
"1188",41,1,2,4,56,1,3,5000,5050,50,0.0099009900990099,"meadInc",2188,2179
"1189",38,0,1,4,56,1,3,1600,1600,0,0,"lowInc",693,693
"1190",41,1,1,4,35,1,3,5000,5050,50,0.0099009900990099,"meadInc",2188,2179
"1191",30,0,2,4,84,1,3,5000,5050,50,0.0099009900990099,"meadInc",2188,2179
"1192",23,0,4,4,65,0,3,5000,5050,50,0.0099009900990099,"meadInc",2188,2179
"1193",43,0,4,4,60,1,3,1600,1600,0,0,"lowInc",693,693
"1194",31,1,3,4,56,1,3,5000,5050,50,0.0099009900990099,"meadInc",2188,2179
"1195",32,0,2,4,63,1,3,1600,1600,0,0,"lowInc",693,693
"1196",44,1,3,4,48,0,3,5000,5050,50,0.0099009900990099,"meadInc",2188,2179
