"","age","gender","edulevel","workowner","workhour","marriage","district","aftertwage","beforetaxinc","taxed","taxRate","groupe","uprateBTInc14to10","afterT14to10"
"4362",52,1,4,4,60,0,4,2500,2500,0,0,"lowInc",1083,1083
"4363",28,1,3,4,56,1,4,2500,2500,0,0,"lowInc",1083,1083
"4364",27,0,5,4,48,1,4,2500,2500,0,0,"lowInc",1083,1083
"4365",31,1,6,1,50,1,4,1800,1800,0,0,"lowInc",780,780
"4366",47,1,3,2,56,0,4,2500,2500,0,0,"lowInc",1083,1083
"4367",51,0,3,4,28,1,4,1800,1800,0,0,"lowInc",780,780
"4368",20,1,2,4,84,0,4,2500,2500,0,0,"lowInc",1083,1083
"4369",25,0,5,4,48,0,1,2500,2500,0,0,"lowInc",1083,1083
"4370",43,1,2,4,84,1,4,2500,2500,0,0,"lowInc",1083,1083
"4371",45,1,6,3,40,1,4,2500,2500,0,0,"lowInc",1083,1083
"4372",39,1,3,4,63,1,4,2500,2500,0,0,"lowInc",1083,1083
"4373",27,1,4,3,44,1,4,1800,1800,0,0,"lowInc",780,780
"4374",57,1,3,4,56,1,4,1800,1800,0,0,"lowInc",780,780
"4375",55,1,3,4,84,1,4,2500,2500,0,0,"lowInc",1083,1083
"4376",20,1,5,1,35,1,4,2500,2500,0,0,"lowInc",1083,1083
"4377",42,1,5,2,40,1,4,2500,2500,0,0,"lowInc",1083,1083
"4378",24,1,5,4,48,1,4,1800,1800,0,0,"lowInc",780,780
"4379",48,1,1,4,84,1,4,1800,1800,0,0,"lowInc",780,780
"4380",50,1,3,4,56,1,4,2700,2700,0,0,"meadInc",1170,1170
"4381",32,0,3,4,80,1,4,1800,1800,0,0,"lowInc",780,780
"4382",49,1,3,3,40,1,4,1800,1800,0,0,"lowInc",780,780
"4383",35,0,4,3,40,1,4,1800,1800,0,0,"lowInc",780,780
"4384",50,0,3,4,60,0,4,1800,1800,0,0,"lowInc",780,780
"4385",44,1,3,4,56,1,4,2500,2500,0,0,"lowInc",1083,1083
"4386",22,1,3,4,50,0,4,2700,2700,0,0,"meadInc",1170,1170
"4387",25,1,3,4,40,1,4,2500,2500,0,0,"lowInc",1083,1083
"4388",17,0,2,4,80,0,4,1800,1800,0,0,"lowInc",780,780
"4389",49,1,2,4,60,1,4,2500,2500,0,0,"lowInc",1083,1083
"4390",34,0,2,4,48,1,4,1800,1800,0,0,"lowInc",780,780
"4391",59,1,2,4,70,1,4,2500,2500,0,0,"lowInc",1083,1083
"4392",50,0,3,4,67,1,4,1800,1800,0,0,"lowInc",780,780
"4393",24,1,5,4,56,1,4,1800,1800,0,0,"lowInc",780,780
"4394",43,0,2,4,45,1,4,2500,2500,0,0,"lowInc",1083,1083
"4395",23,0,6,4,50,1,4,2500,2500,0,0,"lowInc",1083,1083
"4396",37,0,2,4,45,1,4,2500,2500,0,0,"lowInc",1083,1083
"4397",18,0,0,4,77,0,4,1800,1800,0,0,"lowInc",780,780
"4398",41,1,3,4,56,1,4,2500,2500,0,0,"lowInc",1083,1083
"4399",54,0,4,3,40,1,4,1800,1800,0,0,"lowInc",780,780
"4400",54,0,3,4,48,1,4,2500,2500,0,0,"lowInc",1083,1083
"4401",28,0,6,1,72,0,4,2700,2700,0,0,"meadInc",1170,1170
"4402",45,0,4,4,60,0,4,1800,1800,0,0,"lowInc",780,780
"4403",58,1,3,4,48,0,4,1800,1800,0,0,"lowInc",780,780
"4404",43,0,3,4,30,1,4,1800,1800,0,0,"lowInc",780,780
"4405",29,1,6,5,40,0,4,2700,2700,0,0,"meadInc",1170,1170
"4406",25,1,6,4,9.5,1,4,2500,2500,0,0,"lowInc",1083,1083
"4407",27,1,3,4,56,1,4,2500,2500,0,0,"lowInc",1083,1083
"4408",27,0,3,4,48,1,4,2500,2500,0,0,"lowInc",1083,1083
"4409",59,1,3,3,56,1,4,1800,1800,0,0,"lowInc",780,780
"4410",33,0,4,4,42,1,4,2500,2500,0,0,"lowInc",1083,1083
"4411",21,1,4,4,40,1,4,1800,1800,0,0,"lowInc",780,780
"4412",55,1,2,4,70,1,4,2500,2500,0,0,"lowInc",1083,1083
"4413",22,0,5,4,56,1,4,1800,1800,0,0,"lowInc",780,780
"4414",34,0,4,4,70,0,4,1800,1800,0,0,"lowInc",780,780
"4415",25,0,2,4,80,0,3,2500,2500,0,0,"lowInc",1083,1083
"4416",38,1,3,4,72,1,4,2500,2500,0,0,"lowInc",1083,1083
"4417",44,1,3,4,56,1,4,2500,2500,0,0,"lowInc",1083,1083
"4418",32,1,4,2,40,1,4,2500,2500,0,0,"lowInc",1083,1083
"4419",52,1,4,2,40,1,4,2700,2700,0,0,"meadInc",1170,1170
"4420",28,0,6,2,35,1,4,2700,2700,0,0,"meadInc",1170,1170
"4421",29,0,2,4,70,1,4,1800,1800,0,0,"lowInc",780,780
"4422",44,1,4,3,70,1,4,1800,1800,0,0,"lowInc",780,780
"4423",36,0,4,4,70,1,4,2500,2500,0,0,"lowInc",1083,1083
"4424",58,1,4,4,70,1,4,2700,2700,0,0,"meadInc",1170,1170
"4425",39,0,3,3,56,1,4,1800,1800,0,0,"lowInc",780,780
"4426",55,1,4,4,8,1,4,1800,1800,0,0,"lowInc",780,780
"4427",24,1,4,5,50,0,2,2500,2500,0,0,"lowInc",1083,1083
"4428",47,0,5,1,32.5,1,4,2500,2500,0,0,"lowInc",1083,1083
"4429",24,0,5,4,45,1,1,2500,2500,0,0,"lowInc",1083,1083
"4430",32,0,4,4,48,0,4,2500,2500,0,0,"lowInc",1083,1083
"4431",22,1,4,2,42,1,4,1800,1800,0,0,"lowInc",780,780
"4432",49,0,3,1,40,1,4,2500,2500,0,0,"lowInc",1083,1083
"4433",49,1,2,3,63,1,4,1800,1800,0,0,"lowInc",780,780
"4434",37,0,2,4,48,1,4,1800,1800,0,0,"lowInc",780,780
"4435",38,0,4,4,54,1,4,2500,2500,0,0,"lowInc",1083,1083
"4436",32,0,3,4,50,1,4,1800,1800,0,0,"lowInc",780,780
"4437",45,1,4,4,50,0,4,2500,2500,0,0,"lowInc",1083,1083
"4438",42,0,5,2,40,1,4,2500,2500,0,0,"lowInc",1083,1083
"4439",32,0,5,1,40,1,4,1800,1800,0,0,"lowInc",780,780
"4440",45,0,4,3,77,1,4,1800,1800,0,0,"lowInc",780,780
"4441",30,0,4,2,40,1,4,2500,2500,0,0,"lowInc",1083,1083
"4442",29,0,4,3,40,1,4,2500,2500,0,0,"lowInc",1083,1083
"4443",46,0,4,4,63,1,4,1800,1800,0,0,"lowInc",780,780
"4444",32,1,3,3,70,1,4,2500,2500,0,0,"lowInc",1083,1083
"4445",53,1,3,3,48,1,4,2500,2500,0,0,"lowInc",1083,1083
"4446",53,1,3,2,40,1,4,2500,2500,0,0,"lowInc",1083,1083
"4447",54,1,3,4,56,1,4,1800,1800,0,0,"lowInc",780,780
"4448",46,1,3,3,56,0,4,2500,2500,0,0,"lowInc",1083,1083
"4449",39,1,3,3,40,0,4,1800,1800,0,0,"lowInc",780,780
"4450",26,1,3,1,75,1,4,2500,2500,0,0,"lowInc",1083,1083
"4451",49,1,4,4,45,0,4,1800,1800,0,0,"lowInc",780,780
"4452",38,1,3,4,60,1,4,1800,1800,0,0,"lowInc",780,780
"4453",20,0,4,3,90,1,4,2500,2500,0,0,"lowInc",1083,1083
"4454",45,1,3,3,48,1,4,1800,1800,0,0,"lowInc",780,780
"4455",46,0,5,4,56,1,4,1800,1800,0,0,"lowInc",780,780
"4456",32,1,6,1,90,1,4,2700,2700,0,0,"meadInc",1170,1170
"4457",47,1,3,3,40,1,4,1800,1800,0,0,"lowInc",780,780
"4458",28,0,6,3,40,0,2,2500,2500,0,0,"lowInc",1083,1083
"4459",26,0,4,4,72,0,3,1800,1800,0,0,"lowInc",780,780
"4460",25,1,4,4,70,0,2,2500,2500,0,0,"lowInc",1083,1083
"4461",25,1,4,4,80,0,3,2500,2500,0,0,"lowInc",1083,1083
"4462",26,1,3,4,50,0,4,2500,2500,0,0,"lowInc",1083,1083
"4463",39,0,4,3,40,0,1,2500,2500,0,0,"lowInc",1083,1083
"4464",30,1,4,4,40,0,1,2500,2500,0,0,"lowInc",1083,1083
"4465",56,1,2,5,40,0,1,2500,2500,0,0,"lowInc",1083,1083
"4466",53,0,4,1,37.5,1,1,2500,2500,0,0,"lowInc",1083,1083
"4467",54,0,4,4,35,1,1,1800,1800,0,0,"lowInc",780,780
"4468",52,1,3,4,40,1,1,2500,2500,0,0,"lowInc",1083,1083
"4469",52,0,4,3,40,1,1,2700,2700,0,0,"meadInc",1170,1170
"4470",30,1,3,4,30,1,1,2700,2700,0,0,"meadInc",1170,1170
"4471",42,1,5,3,40,1,1,2500,2500,0,0,"lowInc",1083,1083
"4472",50,0,4,4,50,1,1,2500,2500,0,0,"lowInc",1083,1083
"4473",30,0,5,3,40,1,1,2500,2500,0,0,"lowInc",1083,1083
"4474",55,1,3,4,13,1,1,1800,1800,0,0,"lowInc",780,780
"4475",43,0,1,2,40,1,1,1800,1800,0,0,"lowInc",780,780
"4476",43,0,4,4,44,1,1,2500,2500,0,0,"lowInc",1083,1083
"4477",21,0,5,3,35,1,1,2500,2500,0,0,"lowInc",1083,1083
"4478",52,0,4,4,36,0,1,2500,2500,0,0,"lowInc",1083,1083
"4479",41,1,3,6,45,1,1,2500,2500,0,0,"lowInc",1083,1083
"4480",29,0,5,4,40,1,1,2700,2700,0,0,"meadInc",1170,1170
"4481",34,0,3,4,40,1,1,2500,2500,0,0,"lowInc",1083,1083
"4482",39,0,3,4,50,1,1,2500,2500,0,0,"lowInc",1083,1083
"4483",17,1,3,4,48,0,1,2500,2500,0,0,"lowInc",1083,1083
"4484",27,1,6,6,40,1,1,2700,2700,0,0,"meadInc",1170,1170
"4485",32,0,4,3,40,1,1,1800,1800,0,0,"lowInc",780,780
"4486",59,1,3,2,42,1,1,2700,2700,0,0,"meadInc",1170,1170
"4487",27,0,2,4,60,1,1,2500,2500,0,0,"lowInc",1083,1083
"4488",41,0,1,4,45,1,1,1800,1800,0,0,"lowInc",780,780
"4489",50,1,3,2,48,1,1,1800,1800,0,0,"lowInc",780,780
"4490",32,0,5,5,40,1,1,2500,2500,0,0,"lowInc",1083,1083
"4491",52,1,2,3,48,1,1,2500,2500,0,0,"lowInc",1083,1083
"4492",45,0,2,3,40,0,1,2500,2500,0,0,"lowInc",1083,1083
"4493",58,1,3,9,23,1,1,2500,2500,0,0,"lowInc",1083,1083
"4494",28,0,5,3,40,0,1,2500,2500,0,0,"lowInc",1083,1083
"4495",29,1,2,4,60,1,1,1800,1800,0,0,"lowInc",780,780
"4496",33,0,4,1,36,0,1,1800,1800,0,0,"lowInc",780,780
"4497",22,0,6,4,42.5,1,1,2500,2500,0,0,"lowInc",1083,1083
"4498",50,1,2,4,72,1,1,2500,2500,0,0,"lowInc",1083,1083
"4499",45,1,3,4,54,1,1,2500,2500,0,0,"lowInc",1083,1083
"4500",40,0,2,4,48,1,1,1800,1800,0,0,"lowInc",780,780
"4501",41,1,3,3,40,1,1,2500,2500,0,0,"lowInc",1083,1083
"4502",39,0,3,1,40,0,1,2500,2500,0,0,"lowInc",1083,1083
"4503",22,1,5,4,40,1,1,2500,2500,0,0,"lowInc",1083,1083
"4504",26,0,5,4,40,0,1,2500,2500,0,0,"lowInc",1083,1083
"4505",27,0,4,5,40,1,1,2500,2500,0,0,"lowInc",1083,1083
"4506",42,0,3,3,36,1,1,1800,1800,0,0,"lowInc",780,780
"4507",55,1,3,4,48,1,1,2500,2500,0,0,"lowInc",1083,1083
"4508",53,0,3,2,56,1,1,1800,1800,0,0,"lowInc",780,780
"4509",51,0,1,1,28,1,1,1800,1800,0,0,"lowInc",780,780
"4510",34,0,5,4,48,0,1,2500,2500,0,0,"lowInc",1083,1083
"4511",56,1,1,8,42,1,1,1800,1800,0,0,"lowInc",780,780
"4512",47,0,3,5,50,1,1,1800,1800,0,0,"lowInc",780,780
"4513",33,0,3,4,40,1,1,2500,2500,0,0,"lowInc",1083,1083
"4514",34,0,3,5,40,0,1,1800,1800,0,0,"lowInc",780,780
"4515",34,0,5,3,40,1,1,2500,2500,0,0,"lowInc",1083,1083
"4516",44,0,3,4,45,1,1,1800,1800,0,0,"lowInc",780,780
"4517",37,0,4,2,35,1,1,2500,2500,0,0,"lowInc",1083,1083
"4518",48,1,3,5,48,1,1,2500,2500,0,0,"lowInc",1083,1083
"4519",53,1,4,1,40,1,1,2500,2500,0,0,"lowInc",1083,1083
"4520",26,0,6,2,40,1,1,2500,2500,0,0,"lowInc",1083,1083
"4521",50,0,3,6,50,0,1,2500,2500,0,0,"lowInc",1083,1083
"4522",43,0,5,2,32.5,0,1,2500,2500,0,0,"lowInc",1083,1083
"4523",32,0,4,3,40,1,1,2500,2500,0,0,"lowInc",1083,1083
"4524",41,1,2,4,56,1,1,2500,2500,0,0,"lowInc",1083,1083
"4525",33,1,3,3,60,1,1,2700,2700,0,0,"meadInc",1170,1170
"4526",34,0,5,2,40,1,1,2500,2500,0,0,"lowInc",1083,1083
"4527",25,0,4,4,48,0,1,2500,2500,0,0,"lowInc",1083,1083
"4528",50,1,3,4,40,1,1,2500,2500,0,0,"lowInc",1083,1083
"4529",46,1,3,4,56,1,1,2500,2500,0,0,"lowInc",1083,1083
"4530",47,1,2,4,40,1,1,1800,1800,0,0,"lowInc",780,780
"4531",37,0,3,4,70,1,1,2500,2500,0,0,"lowInc",1083,1083
"4532",52,0,4,4,63,1,1,1800,1800,0,0,"lowInc",780,780
"4533",35,0,3,4,48,1,1,1800,1800,0,0,"lowInc",780,780
"4534",18,1,4,9,70,1,1,2500,2500,0,0,"lowInc",1083,1083
"4535",43,0,3,4,13,1,1,2500,2500,0,0,"lowInc",1083,1083
"4536",25,1,6,4,45,1,1,2700,2700,0,0,"meadInc",1170,1170
"4537",52,0,1,4,60,1,1,2500,2500,0,0,"lowInc",1083,1083
"4538",24,1,6,4,40,1,1,2500,2500,0,0,"lowInc",1083,1083
"4539",43,0,3,4,54,1,1,1800,1800,0,0,"lowInc",780,780
"4540",53,0,1,4,56,1,1,2500,2500,0,0,"lowInc",1083,1083
"4541",27,0,4,4,56,1,1,2500,2500,0,0,"lowInc",1083,1083
"4542",34,0,3,4,56,1,1,2500,2500,0,0,"lowInc",1083,1083
"4543",19,0,5,4,60,1,1,2500,2500,0,0,"lowInc",1083,1083
"4544",29,0,3,77,51,1,1,2500,2500,0,0,"lowInc",1083,1083
"4545",38,0,3,4,70,1,1,2700,2700,0,0,"meadInc",1170,1170
"4546",40,0,3,4,63,1,1,2500,2500,0,0,"lowInc",1083,1083
"4547",27,0,4,5,45,0,1,2500,2500,0,0,"lowInc",1083,1083
"4548",30,0,5,4,68,1,1,1800,1800,0,0,"lowInc",780,780
"4549",25,0,5,4,59.5,0,1,2500,2500,0,0,"lowInc",1083,1083
"4550",51,0,3,4,84,1,1,2500,2500,0,0,"lowInc",1083,1083
"4551",48,1,2,4,40,1,1,2500,2500,0,0,"lowInc",1083,1083
"4552",47,0,1,4,56,1,1,2500,2500,0,0,"lowInc",1083,1083
"4553",22,0,4,4,52,1,1,2700,2700,0,0,"meadInc",1170,1170
"4554",56,1,3,4,50,1,1,2500,2500,0,0,"lowInc",1083,1083
"4555",31,0,5,3,40,1,1,2500,2500,0,0,"lowInc",1083,1083
"4556",27,0,3,4,48,1,1,2700,2700,0,0,"meadInc",1170,1170
"4557",19,0,4,4,84,1,1,1800,1800,0,0,"lowInc",780,780
"4558",23,0,4,1,32.5,1,1,1800,1800,0,0,"lowInc",780,780
"4559",37,0,3,4,56,0,1,1800,1800,0,0,"lowInc",780,780
"4560",28,0,4,4,40,1,1,2500,2500,0,0,"lowInc",1083,1083
"4561",27,1,6,3,48,1,1,2500,2500,0,0,"lowInc",1083,1083
"4562",43,0,2,4,56,1,1,2700,2700,0,0,"meadInc",1170,1170
"4563",46,1,2,9,70,1,1,2700,2700,0,0,"meadInc",1170,1170
"4564",49,1,3,4,48,1,1,2700,2700,0,0,"meadInc",1170,1170
"4565",56,1,1,4,71,1,1,2700,2700,0,0,"meadInc",1170,1170
"4566",26,0,3,4,62,1,2,2500,2500,0,0,"lowInc",1083,1083
"4567",35,1,3,4,40,0,2,2500,2500,0,0,"lowInc",1083,1083
"4568",23,1,5,3,40,0,2,2500,2500,0,0,"lowInc",1083,1083
"4569",52,0,4,1,40,1,2,2500,2500,0,0,"lowInc",1083,1083
"4570",39,1,3,4,56,1,2,2700,2700,0,0,"meadInc",1170,1170
"4571",25,0,3,4,40,1,2,1800,1800,0,0,"lowInc",780,780
"4572",32,0,4,5,72,0,2,2500,2500,0,0,"lowInc",1083,1083
"4573",22,0,6,3,36,1,2,2500,2500,0,0,"lowInc",1083,1083
"4574",36,1,6,1,35,1,2,2700,2700,0,0,"meadInc",1170,1170
"4575",40,0,3,4,60,1,2,1800,1800,0,0,"lowInc",780,780
"4576",31,0,3,4,56,1,1,1800,1800,0,0,"lowInc",780,780
"4577",35,1,6,2,40,1,2,2500,2500,0,0,"lowInc",1083,1083
"4578",37,1,3,4,49,0,2,2700,2700,0,0,"meadInc",1170,1170
"4579",39,0,1,4,84,1,2,2500,2500,0,0,"lowInc",1083,1083
"4580",27,1,5,4,30,1,2,2500,2500,0,0,"lowInc",1083,1083
"4581",25,0,4,4,60,0,2,2500,2500,0,0,"lowInc",1083,1083
"4582",36,0,2,4,70,0,2,2500,2500,0,0,"lowInc",1083,1083
"4583",24,0,3,4,60,1,2,2500,2500,0,0,"lowInc",1083,1083
"4584",25,1,3,4,70,1,1,2500,2500,0,0,"lowInc",1083,1083
"4585",26,0,2,4,60,1,2,2500,2500,0,0,"lowInc",1083,1083
"4586",22,0,4,2,40,1,2,2500,2500,0,0,"lowInc",1083,1083
"4587",32,1,3,4,20,0,2,2500,2500,0,0,"lowInc",1083,1083
"4588",36,1,6,2,40,1,2,2500,2500,0,0,"lowInc",1083,1083
"4589",23,1,5,4,54,1,2,2500,2500,0,0,"lowInc",1083,1083
"4590",20,1,3,4,63,1,2,1800,1800,0,0,"lowInc",780,780
"4591",26,0,3,4,63,1,1,1800,1800,0,0,"lowInc",780,780
"4592",24,0,3,4,48,1,1,2500,2500,0,0,"lowInc",1083,1083
"4593",46,0,1,4,32,1,1,1800,1800,0,0,"lowInc",780,780
"4594",43,0,1,4,56,1,1,1800,1800,0,0,"lowInc",780,780
"4595",18,0,3,4,50,1,1,2500,2500,0,0,"lowInc",1083,1083
"4596",33,0,6,2,20,0,1,2500,2500,0,0,"lowInc",1083,1083
"4597",39,1,6,1,50,1,1,1800,1800,0,0,"lowInc",780,780
"4598",35,0,3,5,70,1,1,2700,2700,0,0,"meadInc",1170,1170
"4599",49,1,3,5,72,0,1,2700,2700,0,0,"meadInc",1170,1170
"4600",25,0,3,4,60,1,2,2500,2500,0,0,"lowInc",1083,1083
"4601",24,1,3,4,63,1,1,2500,2500,0,0,"lowInc",1083,1083
"4602",26,1,4,3,56,1,1,2500,2500,0,0,"lowInc",1083,1083
"4603",51,1,3,4,80,0,1,2500,2500,0,0,"lowInc",1083,1083
"4604",20,0,4,4,40,1,1,1800,1800,0,0,"lowInc",780,780
"4605",18,1,2,4,56,1,1,2700,2700,0,0,"meadInc",1170,1170
"4606",32,0,2,4,70,0,1,1800,1800,0,0,"lowInc",780,780
"4607",42,0,3,4,1,1,1,1800,1800,0,0,"lowInc",780,780
"4608",58,1,4,4,70,1,1,1800,1800,0,0,"lowInc",780,780
"4609",26,0,3,3,50,1,1,1800,1800,0,0,"lowInc",780,780
"4610",34,0,3,4,60,1,1,2500,2500,0,0,"lowInc",1083,1083
"4611",55,1,4,3,56,1,1,2700,2700,0,0,"meadInc",1170,1170
"4612",31,0,4,3,70,1,1,2700,2700,0,0,"meadInc",1170,1170
"4613",39,1,2,4,70,1,1,1800,1800,0,0,"lowInc",780,780
"4614",39,0,2,4,60,1,1,2500,2500,0,0,"lowInc",1083,1083
"4615",27,1,4,4,50,1,1,1800,1800,0,0,"lowInc",780,780
"4616",43,1,3,2,70,1,1,2500,2500,0,0,"lowInc",1083,1083
"4617",38,1,3,3,60,1,1,2700,2700,0,0,"meadInc",1170,1170
"4618",21,1,6,4,40,1,1,2500,2500,0,0,"lowInc",1083,1083
"4619",37,1,5,2,40,1,1,2500,2500,0,0,"lowInc",1083,1083
"4620",35,1,3,3,35,0,1,2500,2500,0,0,"lowInc",1083,1083
"4621",29,1,6,4,40,1,1,2500,2500,0,0,"lowInc",1083,1083
"4622",40,1,3,4,65,1,1,2500,2500,0,0,"lowInc",1083,1083
"4623",47,0,9,4,84,0,1,1800,1800,0,0,"lowInc",780,780
"4624",38,0,3,4,70,1,1,2500,2500,0,0,"lowInc",1083,1083
"4625",57,1,4,8,42,1,1,1800,1800,0,0,"lowInc",780,780
"4626",51,0,3,4,45,1,1,1800,1800,0,0,"lowInc",780,780
"4627",59,1,3,3,40,1,1,1800,1800,0,0,"lowInc",780,780
"4628",24,1,5,4,48,1,1,2500,2500,0,0,"lowInc",1083,1083
"4629",34,1,3,4,70,1,2,2500,2500,0,0,"lowInc",1083,1083
"4630",31,0,4,5,21,1,2,2500,2500,0,0,"lowInc",1083,1083
"4631",30,0,6,2,40,1,2,2700,2700,0,0,"meadInc",1170,1170
"4632",51,1,4,3,45,1,2,1800,1800,0,0,"lowInc",780,780
"4633",51,1,4,3,40,1,2,2500,2500,0,0,"lowInc",1083,1083
"4634",50,1,3,2,48,1,2,1800,1800,0,0,"lowInc",780,780
"4635",42,1,3,4,48,1,2,1800,1800,0,0,"lowInc",780,780
"4636",38,0,4,4,64,1,2,1800,1800,0,0,"lowInc",780,780
"4637",44,1,4,3,40,1,2,1800,1800,0,0,"lowInc",780,780
"4638",29,1,3,4,40,1,2,2500,2500,0,0,"lowInc",1083,1083
"4639",36,1,3,4,48,1,2,1800,1800,0,0,"lowInc",780,780
"4640",46,0,2,4,56,1,2,1800,1800,0,0,"lowInc",780,780
"4641",25,0,5,4,48,0,2,2500,2500,0,0,"lowInc",1083,1083
"4642",24,0,2,5,40,1,2,1800,1800,0,0,"lowInc",780,780
"4643",27,1,3,4,56,0,2,2500,2500,0,0,"lowInc",1083,1083
"4644",59,1,1,9,84,1,2,2500,2500,0,0,"lowInc",1083,1083
"4645",22,1,6,4,8,1,2,1800,1800,0,0,"lowInc",780,780
"4646",27,1,5,5,40,0,2,2500,2500,0,0,"lowInc",1083,1083
"4647",56,1,4,2,40,1,2,2500,2500,0,0,"lowInc",1083,1083
"4648",27,0,3,4,40,1,2,2500,2500,0,0,"lowInc",1083,1083
"4649",38,0,1,4,42,1,2,1800,1800,0,0,"lowInc",780,780
"4650",30,0,3,4,49,1,2,2500,2500,0,0,"lowInc",1083,1083
"4651",34,0,4,4,63,1,2,1800,1800,0,0,"lowInc",780,780
"4652",46,1,2,4,70,1,2,2500,2500,0,0,"lowInc",1083,1083
"4653",40,1,4,4,80,1,2,1800,1800,0,0,"lowInc",780,780
"4654",49,1,3,4,56,0,2,2500,2500,0,0,"lowInc",1083,1083
"4655",29,1,3,4,48,1,2,2500,2500,0,0,"lowInc",1083,1083
"4656",28,0,5,4,60,0,1,2500,2500,0,0,"lowInc",1083,1083
"4657",24,0,4,4,50,0,2,1800,1800,0,0,"lowInc",780,780
"4658",19,0,4,4,72,1,1,1800,1800,0,0,"lowInc",780,780
"4659",26,0,5,4,84,1,2,2500,2500,0,0,"lowInc",1083,1083
"4660",20,0,2,4,56,1,2,2500,2500,0,0,"lowInc",1083,1083
"4661",27,0,5,3,42,0,2,2500,2500,0,0,"lowInc",1083,1083
"4662",42,0,4,4,77,1,2,1800,1800,0,0,"lowInc",780,780
"4663",41,1,2,3,56,1,2,2500,2500,0,0,"lowInc",1083,1083
"4664",28,0,4,3,56,0,2,1800,1800,0,0,"lowInc",780,780
"4665",24,1,3,4,50,1,2,2500,2500,0,0,"lowInc",1083,1083
"4666",24,1,3,5,56,0,2,2500,2500,0,0,"lowInc",1083,1083
"4667",24,1,5,4,70,1,2,1800,1800,0,0,"lowInc",780,780
"4668",29,1,4,4,52,0,2,2500,2500,0,0,"lowInc",1083,1083
"4669",24,1,5,4,48,1,2,2500,2500,0,0,"lowInc",1083,1083
"4670",44,0,3,4,70,1,2,1800,1800,0,0,"lowInc",780,780
"4671",43,0,3,4,56,1,2,1800,1800,0,0,"lowInc",780,780
"4672",49,1,3,4,40,1,2,2500,2500,0,0,"lowInc",1083,1083
"4673",42,0,5,3,40,1,2,1800,1800,0,0,"lowInc",780,780
"4674",30,0,6,1,35,0,2,2700,2700,0,0,"meadInc",1170,1170
"4675",34,1,6,2,37.5,1,2,2700,2700,0,0,"meadInc",1170,1170
"4676",47,1,6,2,40,1,2,2500,2500,0,0,"lowInc",1083,1083
"4677",24,0,3,3,48,0,2,1800,1800,0,0,"lowInc",780,780
"4678",32,0,4,4,56,1,2,2500,2500,0,0,"lowInc",1083,1083
"4679",52,1,3,4,40,1,2,1800,1800,0,0,"lowInc",780,780
"4680",16,0,3,3,66,0,2,1800,1800,0,0,"lowInc",780,780
"4681",50,1,4,4,60,1,2,2500,2500,0,0,"lowInc",1083,1083
"4682",23,1,4,4,40,0,2,2500,2500,0,0,"lowInc",1083,1083
"4683",26,1,4,4,70,1,2,2500,2500,0,0,"lowInc",1083,1083
"4684",24,0,3,4,7,1,2,1800,1800,0,0,"lowInc",780,780
"4685",22,1,5,3,60,1,2,2500,2500,0,0,"lowInc",1083,1083
"4686",22,1,3,4,48,1,2,2500,2500,0,0,"lowInc",1083,1083
"4687",45,0,1,3,56,1,2,2500,2500,0,0,"lowInc",1083,1083
"4688",17,0,2,77,10,0,2,1800,1800,0,0,"lowInc",780,780
"4689",24,1,5,4,48,0,1,2700,2700,0,0,"meadInc",1170,1170
"4690",32,1,2,4,50,0,2,2500,2500,0,0,"lowInc",1083,1083
"4691",40,1,3,4,36,1,2,2700,2700,0,0,"meadInc",1170,1170
"4692",42,0,5,2,20,1,2,1800,1800,0,0,"lowInc",780,780
"4693",39,1,3,2,40,1,2,1800,1800,0,0,"lowInc",780,780
"4694",26,0,3,4,72,1,2,2500,2500,0,0,"lowInc",1083,1083
"4695",37,1,6,2,40,1,2,2700,2700,0,0,"meadInc",1170,1170
"4696",38,1,3,77,40,1,2,2500,2500,0,0,"lowInc",1083,1083
"4697",35,1,3,4,60,1,2,2500,2500,0,0,"lowInc",1083,1083
"4698",55,1,2,4,63,1,2,2500,2500,0,0,"lowInc",1083,1083
"4699",24,0,4,4,40,1,2,2500,2500,0,0,"lowInc",1083,1083
"4700",53,1,2,4,40,0,2,2500,2500,0,0,"lowInc",1083,1083
"4701",31,1,3,4,38,0,2,2500,2500,0,0,"lowInc",1083,1083
"4702",25,0,4,2,96,0,2,1800,1800,0,0,"lowInc",780,780
"4703",26,0,4,4,48,1,1,2500,2500,0,0,"lowInc",1083,1083
"4704",30,0,4,4,42,1,2,2500,2500,0,0,"lowInc",1083,1083
"4705",39,1,5,3,40,1,2,2500,2500,0,0,"lowInc",1083,1083
"4706",37,0,3,3,48,1,2,1800,1800,0,0,"lowInc",780,780
"4707",21,0,4,4,63,1,2,1800,1800,0,0,"lowInc",780,780
"4708",55,1,3,4,56,1,2,1800,1800,0,0,"lowInc",780,780
"4709",39,1,2,4,63,1,2,2500,2500,0,0,"lowInc",1083,1083
"4710",30,0,2,4,70,1,2,2500,2500,0,0,"lowInc",1083,1083
"4711",42,1,5,2,10,1,2,2700,2700,0,0,"meadInc",1170,1170
"4712",44,1,4,4,56,1,2,1800,1800,0,0,"lowInc",780,780
"4713",26,0,7,8,40,1,2,1800,1800,0,0,"lowInc",780,780
"4714",34,1,6,1,40,1,2,2700,2700,0,0,"meadInc",1170,1170
